datetime	open	high	low	close	volume	offer	ask	open_interest
2023-06-23 19:58:00	83839.0	83840.0	83835.0	83840.0	7.0	9430.0	19019.0	4489486.0
2023-06-23 19:59:00	83835.0	83840.0	83835.0	83840.0	41.0	9407.0	19031.0	4489450.0
2023-06-23 20:00:00	83841.0	83857.0	83827.0	83854.0	268.0	9350.0	19054.0	4489458.0
2023-06-23 20:01:00	83850.0	83856.0	83842.0	83849.0	43.0	9315.0	19058.0	4489450.0
2023-06-23 20:02:00	83854.0	83854.0	83849.0	83853.0	6.0	9315.0	19055.0	4489442.0
2023-06-23 20:03:00	83855.0	83856.0	83852.0	83856.0	29.0	9292.0	19296.0	4489464.0
2023-06-23 20:04:00	83859.0	83870.0	83851.0	83851.0	173.0	9284.0	19075.0	4489326.0
2023-06-23 20:05:00	83864.0	83864.0	83856.0	83864.0	55.0	9640.0	19478.0	4489294.0
2023-06-23 20:06:00	83865.0	83874.0	83861.0	83862.0	100.0	9631.0	19265.0	4489160.0
2023-06-23 20:07:00	83872.0	83872.0	83861.0	83870.0	41.0	9622.0	19473.0	4489140.0
2023-06-23 20:08:00	83871.0	83875.0	83871.0	83872.0	126.0	9626.0	19408.0	4489220.0
2023-06-23 20:09:00	83873.0	83882.0	83873.0	83880.0	380.0	9526.0	19315.0	4489366.0
2023-06-23 20:10:00	83881.0	83882.0	83880.0	83882.0	48.0	9525.0	19309.0	4489382.0
2023-06-23 20:11:00	83882.0	83882.0	83871.0	83871.0	123.0	9518.0	19217.0	4489168.0
2023-06-23 20:12:00	83871.0	83881.0	83871.0	83881.0	49.0	9499.0	19349.0	4489208.0
2023-06-23 20:13:00	83880.0	83881.0	83871.0	83871.0	23.0	9496.0	19183.0	4489178.0
2023-06-23 20:14:00	83874.0	83879.0	83867.0	83867.0	19.0	9563.0	19269.0	4489178.0
2023-06-23 20:15:00	83867.0	83873.0	83859.0	83873.0	66.0	9600.0	19314.0	4489252.0
2023-06-23 20:16:00	83873.0	83874.0	83864.0	83867.0	12.0	9633.0	19324.0	4489234.0
2023-06-23 20:17:00	83865.0	83882.0	83865.0	83880.0	114.0	9571.0	19284.0	4489192.0
2023-06-23 20:18:00	83879.0	83882.0	83879.0	83882.0	37.0	9629.0	19253.0	4489138.0
2023-06-23 20:19:00	83882.0	83883.0	83877.0	83883.0	235.0	9537.0	19236.0	4488798.0
2023-06-23 20:20:00	83879.0	83884.0	83878.0	83884.0	103.0	9494.0	19260.0	4488716.0
2023-06-23 20:21:00	83884.0	83884.0	83872.0	83872.0	38.0	9615.0	19252.0	4488706.0
2023-06-23 20:22:00	83871.0	83871.0	83870.0	83871.0	145.0	9432.0	18892.0	4488546.0
2023-06-23 20:23:00	83871.0	83871.0	83870.0	83870.0	74.0	9438.0	18735.0	4488508.0
2023-06-23 20:24:00	83862.0	83862.0	83860.0	83860.0	17.0	9475.0	18723.0	4488494.0
2023-06-23 20:25:00	83858.0	83859.0	83858.0	83858.0	14.0	9695.0	18819.0	4488482.0
2023-06-23 20:27:00	83859.0	83860.0	83858.0	83860.0	51.0	10478.0	18716.0	4488496.0
2023-06-23 20:28:00	83859.0	83863.0	83858.0	83858.0	53.0	10449.0	18816.0	4488454.0
2023-06-23 20:29:00	83859.0	83861.0	83859.0	83860.0	38.0	10460.0	18799.0	4488504.0
2023-06-23 20:30:00	83860.0	83860.0	83855.0	83855.0	22.0	10474.0	18780.0	4488512.0
2023-06-23 20:31:00	83863.0	83863.0	83855.0	83856.0	8.0	10482.0	18790.0	4488506.0
2023-06-23 20:32:00	83856.0	83861.0	83854.0	83861.0	21.0	10466.0	18799.0	4488492.0
2023-06-23 20:33:00	83855.0	83861.0	83854.0	83854.0	18.0	10466.0	18832.0	4488494.0
2023-06-23 20:35:00	83855.0	83855.0	83853.0	83853.0	10.0	10870.0	19291.0	4488484.0
2023-06-23 20:36:00	83855.0	83857.0	83851.0	83851.0	12.0	10865.0	19277.0	4488474.0
2023-06-23 20:37:00	83851.0	83852.0	83851.0	83851.0	9.0	11020.0	19287.0	4488470.0
2023-06-23 20:39:00	83851.0	83857.0	83851.0	83857.0	16.0	11051.0	19292.0	4488446.0
2023-06-23 20:40:00	83852.0	83857.0	83851.0	83857.0	14.0	11040.0	19340.0	4488424.0
2023-06-23 20:41:00	83853.0	83853.0	83851.0	83851.0	9.0	11073.0	19330.0	4488408.0
2023-06-23 20:42:00	83856.0	83856.0	83852.0	83852.0	20.0	11073.0	19357.0	4488394.0
2023-06-23 20:43:00	83856.0	83856.0	83851.0	83851.0	3.0	11073.0	19357.0	4488390.0
2023-06-23 20:44:00	83855.0	83859.0	83851.0	83859.0	36.0	11087.0	19335.0	4488362.0
2023-06-23 20:46:00	83856.0	83860.0	83855.0	83860.0	18.0	11263.0	19439.0	4488332.0
2023-06-23 20:48:00	83858.0	83858.0	83857.0	83857.0	6.0	11279.0	19441.0	4488342.0
2023-06-23 20:50:00	83858.0	83858.0	83855.0	83856.0	19.0	11314.0	19425.0	4488330.0
2023-06-23 20:52:00	83856.0	83860.0	83856.0	83856.0	8.0	11330.0	19443.0	4488334.0
2023-06-23 20:53:00	83856.0	83856.0	83855.0	83855.0	15.0	11433.0	19438.0	4488344.0
2023-06-23 20:54:00	83860.0	83864.0	83856.0	83864.0	12.0	11428.0	19448.0	4488336.0
2023-06-23 20:55:00	83864.0	83864.0	83858.0	83864.0	26.0	11433.0	19457.0	4488338.0
2023-06-23 20:56:00	83864.0	83864.0	83857.0	83857.0	5.0	11432.0	19446.0	4488336.0
2023-06-23 20:58:00	83859.0	83865.0	83859.0	83865.0	19.0	11341.0	19512.0	4488322.0
2023-06-23 20:59:00	83865.0	83865.0	83864.0	83865.0	18.0	11351.0	19445.0	4488300.0
2023-06-23 21:00:00	83864.0	83864.0	83862.0	83863.0	11.0	11429.0	19499.0	4488298.0
2023-06-23 21:03:00	83863.0	83863.0	83859.0	83860.0	114.0	11485.0	19392.0	4488206.0
2023-06-23 21:05:00	83860.0	83860.0	83859.0	83859.0	19.0	11471.0	19370.0	4488180.0
2023-06-23 21:06:00	83860.0	83860.0	83859.0	83859.0	29.0	11460.0	19381.0	4488154.0
2023-06-23 21:07:00	83860.0	83860.0	83859.0	83859.0	54.0	11297.0	19379.0	4488154.0
2023-06-23 21:08:00	83859.0	83860.0	83859.0	83860.0	18.0	11414.0	19369.0	4488134.0
2023-06-23 21:09:00	83859.0	83860.0	83859.0	83860.0	18.0	11443.0	19362.0	4488116.0
2023-06-23 21:10:00	83860.0	83860.0	83842.0	83853.0	213.0	11466.0	19274.0	4488228.0
2023-06-23 21:11:00	83853.0	83858.0	83841.0	83841.0	134.0	11534.0	19193.0	4488116.0
2023-06-23 21:12:00	83841.0	83842.0	83832.0	83833.0	72.0	11622.0	19210.0	4488114.0
2023-06-23 21:13:00	83832.0	83833.0	83831.0	83831.0	44.0	11608.0	19204.0	4488080.0
2023-06-23 21:14:00	83832.0	83832.0	83831.0	83831.0	47.0	11613.0	19178.0	4488004.0
2023-06-23 21:15:00	83831.0	83851.0	83831.0	83838.0	93.0	11596.0	19229.0	4488010.0
2023-06-23 21:16:00	83843.0	83849.0	83840.0	83843.0	13.0	11593.0	19259.0	4488014.0
2023-06-23 21:17:00	83846.0	83857.0	83846.0	83854.0	79.0	11574.0	19302.0	4487990.0
2023-06-23 21:18:00	83853.0	83855.0	83853.0	83854.0	9.0	11614.0	19318.0	4487972.0
2023-06-23 21:19:00	83853.0	83854.0	83847.0	83851.0	27.0	11672.0	19336.0	4487942.0
2023-06-23 21:20:00	83848.0	83849.0	83847.0	83849.0	19.0	11670.0	19345.0	4487936.0
2023-06-23 21:21:00	83848.0	83854.0	83848.0	83854.0	16.0	11686.0	19334.0	4487930.0
2023-06-23 21:22:00	83854.0	83855.0	83849.0	83850.0	13.0	11683.0	19341.0	4487936.0
2023-06-23 21:23:00	83853.0	83855.0	83853.0	83855.0	108.0	11697.0	19334.0	4487932.0
2023-06-23 21:24:00	83852.0	83858.0	83852.0	83858.0	15.0	11665.0	19331.0	4487918.0
2023-06-23 21:25:00	83856.0	83858.0	83856.0	83856.0	14.0	11655.0	19353.0	4487906.0
2023-06-23 21:27:00	83850.0	83855.0	83847.0	83855.0	79.0	11650.0	19498.0	4487950.0
2023-06-23 21:28:00	83851.0	83858.0	83840.0	83841.0	297.0	11686.0	19304.0	4487922.0
2023-06-23 21:29:00	83840.0	83842.0	83835.0	83837.0	136.0	11691.0	19328.0	4487802.0
2023-06-23 21:30:00	83841.0	83843.0	83827.0	83829.0	190.0	11707.0	19345.0	4487810.0
2023-06-23 21:31:00	83829.0	83838.0	83827.0	83835.0	122.0	11696.0	19330.0	4487768.0
2023-06-23 21:32:00	83835.0	83852.0	83835.0	83852.0	79.0	11668.0	19507.0	4487788.0
2023-06-23 21:33:00	83853.0	83869.0	83850.0	83869.0	326.0	11475.0	19811.0	4487732.0
2023-06-23 21:34:00	83869.0	83875.0	83857.0	83859.0	408.0	11512.0	19779.0	4487632.0
2023-06-23 21:35:00	83859.0	83860.0	83847.0	83847.0	282.0	11536.0	19654.0	4487838.0
2023-06-23 21:36:00	83847.0	83868.0	83847.0	83851.0	142.0	11567.0	19612.0	4487792.0
2023-06-23 21:37:00	83854.0	83874.0	83847.0	83874.0	412.0	11474.0	19655.0	4487716.0
2023-06-23 21:38:00	83874.0	83877.0	83863.0	83875.0	159.0	11142.0	19603.0	4487708.0
2023-06-23 21:39:00	83876.0	83880.0	83868.0	83879.0	163.0	11149.0	19637.0	4487598.0
2023-06-23 21:40:00	83879.0	83897.0	83878.0	83896.0	563.0	10994.0	19641.0	4487568.0
2023-06-23 21:41:00	83897.0	83929.0	83896.0	83928.0	1874.0	9495.0	19611.0	4487132.0
2023-06-23 21:42:00	83928.0	83940.0	83927.0	83939.0	692.0	9672.0	19541.0	4487124.0
2023-06-23 21:43:00	83939.0	83998.0	83939.0	83992.0	1750.0	9165.0	19917.0	4487252.0
2023-06-23 21:44:00	83992.0	84021.0	83981.0	84021.0	1104.0	8839.0	20420.0	4487062.0
2023-06-23 21:45:00	84021.0	84131.0	84021.0	84070.0	2442.0	8771.0	20131.0	4487344.0
2023-06-23 21:46:00	84064.0	84069.0	84021.0	84050.0	663.0	9537.0	19857.0	4487460.0
2023-06-23 21:47:00	84048.0	84056.0	84020.0	84020.0	817.0	9738.0	19793.0	4487652.0
2023-06-23 21:48:00	84021.0	84040.0	84021.0	84025.0	272.0	9809.0	19820.0	4487576.0
2023-06-23 21:49:00	84025.0	84070.0	84020.0	84024.0	333.0	9821.0	19692.0	4487400.0
2023-06-23 21:50:00	84024.0	84069.0	84023.0	84057.0	361.0	10203.0	19754.0	4487324.0
2023-06-23 21:51:00	84056.0	84056.0	84048.0	84048.0	176.0	10256.0	19757.0	4487488.0
2023-06-23 21:52:00	84049.0	84083.0	84048.0	84080.0	537.0	10511.0	20183.0	4487652.0
2023-06-23 21:53:00	84081.0	84097.0	84080.0	84097.0	771.0	10613.0	20039.0	4487430.0
2023-06-23 21:54:00	84097.0	84100.0	84087.0	84093.0	914.0	10283.0	20021.0	4487656.0
2023-06-23 21:55:00	84098.0	84168.0	84093.0	84122.0	1806.0	9511.0	20057.0	4488596.0
2023-06-23 21:56:00	84117.0	84159.0	84117.0	84152.0	1105.0	9645.0	20130.0	4489096.0
2023-06-23 21:57:00	84152.0	84152.0	84093.0	84098.0	774.0	9843.0	19811.0	4489178.0
2023-06-23 21:58:00	84098.0	84144.0	84094.0	84133.0	376.0	9725.0	20156.0	4489294.0
2023-06-23 21:59:00	84134.0	84142.0	84115.0	84138.0	371.0	9824.0	20113.0	4489298.0
2023-06-23 22:00:00	84138.0	84138.0	84099.0	84106.0	792.0	10240.0	20115.0	4489480.0
2023-06-23 22:01:00	84112.0	84115.0	84066.0	84074.0	951.0	11192.0	19964.0	4489856.0
2023-06-23 22:02:00	84073.0	84077.0	84055.0	84073.0	546.0	11212.0	19959.0	4489838.0
2023-06-23 22:03:00	84073.0	84073.0	84055.0	84060.0	382.0	10553.0	19985.0	4490000.0
2023-06-23 22:04:00	84061.0	84062.0	84030.0	84030.0	499.0	11620.0	19868.0	4490106.0
2023-06-23 22:05:00	84030.0	84034.0	83984.0	84030.0	1434.0	10495.0	20611.0	4491368.0
2023-06-23 22:06:00	84030.0	84050.0	84029.0	84048.0	436.0	10328.0	20773.0	4491770.0
2023-06-23 22:07:00	84048.0	84050.0	84019.0	84039.0	315.0	12268.0	21061.0	4491888.0
2023-06-23 22:08:00	84036.0	84050.0	84025.0	84050.0	519.0	12237.0	21331.0	4491966.0
2023-06-23 22:09:00	84050.0	84050.0	84045.0	84050.0	246.0	12211.0	21268.0	4492064.0
2023-06-23 22:10:00	84049.0	84050.0	84049.0	84050.0	290.0	11926.0	21411.0	4492458.0
2023-06-23 22:11:00	84049.0	84087.0	84049.0	84086.0	2079.0	10318.0	20861.0	4495370.0
2023-06-23 22:12:00	84088.0	84089.0	84075.0	84086.0	444.0	10433.0	20903.0	4494918.0
2023-06-23 22:13:00	84085.0	84091.0	84078.0	84090.0	335.0	10826.0	20905.0	4494814.0
2023-06-23 22:14:00	84090.0	84115.0	84088.0	84115.0	837.0	10786.0	21116.0	4494982.0
2023-06-23 22:15:00	84114.0	84121.0	84103.0	84120.0	489.0	11757.0	21124.0	4495224.0
2023-06-23 22:16:00	84116.0	84121.0	84114.0	84121.0	348.0	11620.0	21210.0	4495384.0
2023-06-23 22:17:00	84120.0	84120.0	84080.0	84088.0	371.0	12605.0	21061.0	4495750.0
2023-06-23 22:18:00	84088.0	84100.0	84085.0	84098.0	270.0	12448.0	21145.0	4495718.0
2023-06-23 22:19:00	84098.0	84153.0	84095.0	84137.0	1431.0	12546.0	21215.0	4497760.0
2023-06-23 22:20:00	84136.0	84138.0	84118.0	84123.0	299.0	11671.0	21346.0	4498044.0
2023-06-23 22:21:00	84128.0	84130.0	84122.0	84130.0	230.0	11635.0	21729.0	4498282.0
2023-06-23 22:22:00	84129.0	84150.0	84129.0	84150.0	515.0	11538.0	21616.0	4498136.0
2023-06-23 22:23:00	84150.0	84167.0	84149.0	84159.0	790.0	11726.0	21607.0	4498504.0
2023-06-23 22:24:00	84160.0	84162.0	84140.0	84150.0	590.0	11557.0	21617.0	4498528.0
2023-06-23 22:25:00	84149.0	84170.0	84149.0	84170.0	515.0	11697.0	22136.0	4498874.0
2023-06-23 22:26:00	84170.0	84200.0	84167.0	84198.0	1455.0	10593.0	22503.0	4499622.0
2023-06-23 22:27:00	84200.0	84200.0	84195.0	84196.0	757.0	10382.0	22160.0	4499344.0
2023-06-23 22:28:00	84196.0	84196.0	84122.0	84134.0	844.0	10611.0	21994.0	4499030.0
2023-06-23 22:29:00	84134.0	84140.0	84126.0	84139.0	590.0	10620.0	22503.0	4499186.0
2023-06-23 22:30:00	84140.0	84145.0	84139.0	84140.0	588.0	10576.0	22447.0	4499122.0
2023-06-23 22:31:00	84139.0	84140.0	84133.0	84135.0	391.0	10373.0	22200.0	4498932.0
2023-06-23 22:32:00	84134.0	84139.0	84113.0	84135.0	449.0	10506.0	22167.0	4498780.0
2023-06-23 22:33:00	84137.0	84151.0	84135.0	84147.0	399.0	10591.0	22241.0	4498432.0
2023-06-23 22:34:00	84150.0	84153.0	84146.0	84150.0	139.0	10907.0	22261.0	4498430.0
2023-06-23 22:35:00	84149.0	84175.0	84148.0	84175.0	566.0	10600.0	22399.0	4498312.0
2023-06-23 22:36:00	84175.0	84178.0	84152.0	84175.0	236.0	10616.0	22389.0	4498318.0
2023-06-23 22:37:00	84175.0	84181.0	84159.0	84159.0	334.0	10608.0	22434.0	4498372.0
2023-06-23 22:38:00	84159.0	84173.0	84134.0	84134.0	639.0	10848.0	22283.0	4497876.0
2023-06-23 22:39:00	84139.0	84181.0	84139.0	84180.0	515.0	10466.0	22926.0	4497004.0
2023-06-23 22:40:00	84176.0	84195.0	84175.0	84175.0	267.0	10445.0	22895.0	4496740.0
2023-06-23 22:41:00	84187.0	84196.0	84178.0	84195.0	298.0	10456.0	23064.0	4496828.0
2023-06-23 22:42:00	84195.0	84198.0	84178.0	84198.0	409.0	10380.0	23138.0	4497024.0
2023-06-23 22:43:00	84197.0	84276.0	84197.0	84274.0	4494.0	8355.0	23122.0	4499058.0
2023-06-23 22:44:00	84275.0	84348.0	84271.0	84331.0	2119.0	7697.0	23264.0	4500410.0
2023-06-23 22:45:00	84333.0	84400.0	84331.0	84398.0	2707.0	6871.0	23113.0	4501712.0
2023-06-23 22:46:00	84396.0	84397.0	84220.0	84306.0	2101.0	8062.0	23458.0	4501752.0
2023-06-23 22:47:00	84316.0	84450.0	84316.0	84449.0	2629.0	7134.0	24009.0	4503268.0
2023-06-23 22:48:00	84450.0	84471.0	84430.0	84455.0	858.0	7385.0	24333.0	4503390.0
2023-06-23 22:49:00	84455.0	84468.0	84406.0	84420.0	604.0	8345.0	24294.0	4503438.0
2023-06-23 22:50:00	84420.0	84457.0	84400.0	84440.0	602.0	8286.0	24376.0	4503312.0
2023-06-23 22:51:00	84440.0	84459.0	84437.0	84449.0	484.0	8098.0	24367.0	4503456.0
2023-06-23 22:52:00	84449.0	84460.0	84434.0	84458.0	752.0	8119.0	24604.0	4503618.0
2023-06-23 22:53:00	84456.0	84459.0	84432.0	84448.0	726.0	7789.0	24466.0	4504318.0
2023-06-23 22:54:00	84447.0	84488.0	84447.0	84470.0	1438.0	7834.0	24513.0	4504854.0
2023-06-23 22:55:00	84467.0	84548.0	84467.0	84528.0	2826.0	6909.0	24686.0	4504952.0
2023-06-23 22:56:00	84527.0	84570.0	84500.0	84564.0	2578.0	6952.0	24918.0	4505810.0
2023-06-23 22:57:00	84570.0	84645.0	84548.0	84645.0	4229.0	6169.0	25206.0	4507230.0
2023-06-23 22:58:00	84646.0	84707.0	84646.0	84678.0	2183.0	6881.0	25321.0	4507392.0
2023-06-23 22:59:00	84678.0	84745.0	84669.0	84737.0	3157.0	6382.0	26356.0	4507442.0
2023-06-23 23:00:00	84735.0	84757.0	84612.0	84619.0	4587.0	7474.0	26731.0	4507156.0
2023-06-23 23:01:00	84615.0	84620.0	84563.0	84563.0	2790.0	8703.0	25600.0	4508810.0
2023-06-23 23:02:00	84563.0	84594.0	84539.0	84588.0	1897.0	8618.0	25620.0	4508136.0
2023-06-23 23:03:00	84593.0	84610.0	84531.0	84532.0	1460.0	8788.0	25406.0	4507690.0
2023-06-23 23:04:00	84533.0	84536.0	84415.0	84439.0	2580.0	8992.0	24745.0	4507496.0
2023-06-23 23:05:00	84441.0	84453.0	84356.0	84376.0	2985.0	9158.0	23583.0	4506868.0
2023-06-23 23:06:00	84366.0	84491.0	84365.0	84479.0	1341.0	9261.0	23406.0	4506694.0
2023-06-23 23:07:00	84479.0	84541.0	84478.0	84528.0	1554.0	8857.0	22669.0	4506976.0
2023-06-23 23:08:00	84524.0	84542.0	84482.0	84534.0	1094.0	8452.0	22956.0	4507326.0
2023-06-23 23:09:00	84535.0	84558.0	84525.0	84556.0	1767.0	7798.0	22582.0	4507056.0
2023-06-23 23:10:00	84556.0	84566.0	84526.0	84540.0	901.0	8401.0	22311.0	4507690.0
2023-06-23 23:11:00	84540.0	84545.0	84502.0	84540.0	633.0	8606.0	22192.0	4507870.0
2023-06-23 23:12:00	84537.0	84550.0	84525.0	84535.0	508.0	8694.0	21694.0	4507716.0
2023-06-23 23:13:00	84539.0	84542.0	84508.0	84526.0	616.0	8800.0	21707.0	4507708.0
2023-06-23 23:14:00	84526.0	84546.0	84519.0	84530.0	628.0	8785.0	21791.0	4507790.0
2023-06-23 23:15:00	84529.0	84590.0	84528.0	84571.0	805.0	8740.0	21896.0	4507722.0
2023-06-23 23:16:00	84574.0	84609.0	84563.0	84604.0	1259.0	8286.0	22027.0	4508102.0
2023-06-23 23:17:00	84609.0	84649.0	84609.0	84636.0	1110.0	8472.0	22295.0	4508346.0
2023-06-23 23:18:00	84636.0	84680.0	84635.0	84677.0	1878.0	7741.0	21905.0	4509098.0
2023-06-23 23:19:00	84678.0	84684.0	84639.0	84668.0	1057.0	7986.0	22473.0	4509756.0
2023-06-23 23:20:00	84673.0	84696.0	84667.0	84696.0	765.0	8121.0	22252.0	4509862.0
2023-06-23 23:21:00	84696.0	84713.0	84675.0	84675.0	1853.0	7836.0	22189.0	4510048.0
2023-06-23 23:22:00	84675.0	84697.0	84640.0	84693.0	1042.0	8484.0	22259.0	4510528.0
2023-06-23 23:23:00	84693.0	84720.0	84684.0	84711.0	1258.0	9080.0	22229.0	4510900.0
2023-06-23 23:24:00	84711.0	84712.0	84652.0	84674.0	1584.0	10022.0	21748.0	4510760.0
2023-06-23 23:25:00	84671.0	84719.0	84653.0	84716.0	854.0	9478.0	21938.0	4510704.0
2023-06-23 23:26:00	84714.0	84715.0	84671.0	84704.0	794.0	9691.0	22029.0	4510594.0
2023-06-23 23:27:00	84705.0	84715.0	84680.0	84701.0	592.0	9688.0	22030.0	4510720.0
2023-06-23 23:28:00	84701.0	84704.0	84666.0	84684.0	762.0	9851.0	22080.0	4510906.0
2023-06-23 23:29:00	84685.0	84693.0	84658.0	84678.0	694.0	10358.0	21999.0	4511236.0
2023-06-23 23:30:00	84664.0	84669.0	84625.0	84663.0	1651.0	10258.0	22273.0	4511396.0
2023-06-23 23:31:00	84664.0	84664.0	84626.0	84631.0	530.0	10675.0	21912.0	4511394.0
2023-06-23 23:32:00	84633.0	84650.0	84633.0	84649.0	387.0	10486.0	22214.0	4511606.0
2023-06-23 23:33:00	84649.0	84676.0	84562.0	84567.0	1858.0	10638.0	21612.0	4510652.0
2023-06-23 23:34:00	84565.0	84569.0	84501.0	84551.0	1913.0	10871.0	22095.0	4510332.0
2023-06-23 23:35:00	84545.0	84558.0	84526.0	84542.0	460.0	10082.0	22610.0	4510276.0
2023-06-23 23:36:00	84551.0	84558.0	84400.0	84457.0	3383.0	9740.0	21766.0	4510090.0
2023-06-23 23:37:00	84450.0	84537.0	84439.0	84464.0	1205.0	10144.0	21958.0	4509274.0
2023-06-23 23:38:00	84464.0	84548.0	84462.0	84522.0	570.0	10135.0	22322.0	4509346.0
2023-06-23 23:39:00	84521.0	84586.0	84520.0	84586.0	728.0	9851.0	22670.0	4509512.0
2023-06-23 23:40:00	84580.0	84647.0	84561.0	84631.0	1583.0	9020.0	22609.0	4509246.0
2023-06-23 23:41:00	84631.0	84700.0	84561.0	84671.0	1680.0	8796.0	22933.0	4509422.0
2023-06-23 23:42:00	84671.0	84698.0	84622.0	84640.0	1945.0	9207.0	22333.0	4508480.0
2023-06-23 23:43:00	84640.0	84699.0	84580.0	84699.0	1895.0	9045.0	24107.0	4508794.0
2023-06-23 23:44:00	84700.0	84736.0	84564.0	84668.0	3960.0	8520.0	23270.0	4511110.0
2023-06-23 23:45:00	84669.0	84742.0	84645.0	84676.0	1562.0	8085.0	23780.0	4510334.0
2023-06-23 23:46:00	84676.0	84699.0	84644.0	84685.0	856.0	8376.0	23662.0	4510210.0
2023-06-23 23:47:00	84690.0	84700.0	84670.0	84674.0	1038.0	9052.0	23087.0	4509548.0
2023-06-23 23:48:00	84674.0	84702.0	84673.0	84700.0	1526.0	7477.0	23403.0	4509172.0
2023-06-23 23:49:00	84702.0	84750.0	84700.0	84748.0	2359.0	5705.0	22372.0	4509458.0
2023-06-27 09:00:00	84180.0	84180.0	83909.0	83915.0	7325.0	22992.0	20412.0	4811994.0
2023-06-27 09:01:00	83914.0	83947.0	83833.0	83927.0	3244.0	23866.0	20851.0	4811408.0
2023-06-27 09:02:00	83924.0	83929.0	83842.0	83871.0	2497.0	24870.0	21183.0	4811668.0
2023-06-27 09:03:00	83870.0	83871.0	83825.0	83835.0	1663.0	25435.0	21341.0	4812118.0
2023-06-27 09:04:00	83837.0	83837.0	83800.0	83805.0	2580.0	25681.0	21301.0	4812216.0
2023-06-27 09:05:00	83806.0	83837.0	83771.0	83834.0	2672.0	25898.0	20997.0	4811332.0
2023-06-27 09:06:00	83833.0	83843.0	83750.0	83760.0	2006.0	26059.0	21415.0	4811614.0
2023-06-27 09:07:00	83761.0	83783.0	83732.0	83777.0	2353.0	25566.0	22000.0	4811426.0
