<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si,5,20221007,151000,60200.0000000,60200.0000000,60102.0000000,60118.0000000,12149
SPFB.Si,5,20221007,151500,60116.0000000,60131.0000000,59953.0000000,59991.0000000,25354
SPFB.Si,5,20221007,152000,59989.0000000,60054.0000000,59811.0000000,59877.0000000,33411
SPFB.Si,5,20221007,152500,59877.0000000,59900.0000000,59820.0000000,59886.0000000,14587
SPFB.Si,5,20221007,153000,59886.0000000,60099.0000000,59860.0000000,59890.0000000,27774
SPFB.Si,5,20221007,153500,59893.0000000,59900.0000000,59857.0000000,59889.0000000,12550
SPFB.Si,5,20221007,154000,59885.0000000,60048.0000000,59840.0000000,60027.0000000,27655
SPFB.Si,5,20221007,154500,60025.0000000,60037.0000000,59832.0000000,59858.0000000,22797
SPFB.Si,5,20221007,155000,59855.0000000,59870.0000000,59840.0000000,59859.0000000,27331
SPFB.Si,5,20221007,155500,59860.0000000,60099.0000000,59851.0000000,60084.0000000,41192
SPFB.Si,5,20221007,160000,60079.0000000,60300.0000000,59950.0000000,60264.0000000,39072
SPFB.Si,5,20221007,160500,60262.0000000,60347.0000000,59977.0000000,60022.0000000,29599
SPFB.Si,5,20221007,161000,60026.0000000,60074.0000000,59955.0000000,60057.0000000,13642
SPFB.Si,5,20221007,161500,60061.0000000,60174.0000000,60011.0000000,60095.0000000,10719
SPFB.Si,5,20221007,162000,60089.0000000,60232.0000000,60055.0000000,60089.0000000,9506
SPFB.Si,5,20221007,162500,60090.0000000,60151.0000000,59948.0000000,60014.0000000,14476
SPFB.Si,5,20221007,163000,60014.0000000,60032.0000000,59960.0000000,60031.0000000,6354
SPFB.Si,5,20221007,163500,60035.0000000,60047.0000000,59928.0000000,60017.0000000,10469
SPFB.Si,5,20221007,164000,60016.0000000,60036.0000000,59971.0000000,60023.0000000,5331
SPFB.Si,5,20221007,164500,60022.0000000,60023.0000000,59921.0000000,59967.0000000,7003
SPFB.Si,5,20221007,165000,59971.0000000,59972.0000000,59901.0000000,59935.0000000,5383
SPFB.Si,5,20221007,165500,59934.0000000,59989.0000000,59923.0000000,59975.0000000,4555
SPFB.Si,5,20221007,170000,59971.0000000,60155.0000000,59970.0000000,60092.0000000,11499
SPFB.Si,5,20221007,170500,60092.0000000,60097.0000000,60008.0000000,60054.0000000,4304
SPFB.Si,5,20221007,171000,60054.0000000,60184.0000000,60034.0000000,60049.0000000,9424
SPFB.Si,5,20221007,171500,60047.0000000,60085.0000000,59923.0000000,59974.0000000,9239
SPFB.Si,5,20221007,172000,59973.0000000,60025.0000000,59958.0000000,60008.0000000,3949
SPFB.Si,5,20221007,172500,60010.0000000,60017.0000000,59979.0000000,59983.0000000,1820
SPFB.Si,5,20221007,173000,59981.0000000,59989.0000000,59942.0000000,59986.0000000,2689
SPFB.Si,5,20221007,173500,59988.0000000,59988.0000000,59939.0000000,59953.0000000,3300
SPFB.Si,5,20221007,174000,59948.0000000,59948.0000000,59670.0000000,59770.0000000,26414
SPFB.Si,5,20221007,174500,59774.0000000,59820.0000000,59552.0000000,59801.0000000,22041
SPFB.Si,5,20221007,175000,59803.0000000,59820.0000000,59711.0000000,59749.0000000,8492
SPFB.Si,5,20221007,175500,59748.0000000,59796.0000000,59652.0000000,59656.0000000,11409
SPFB.Si,5,20221007,180000,59654.0000000,59664.0000000,59380.0000000,59508.0000000,29399
SPFB.Si,5,20221007,180500,59509.0000000,59509.0000000,59302.0000000,59344.0000000,25022
SPFB.Si,5,20221007,181000,59344.0000000,59348.0000000,59000.0000000,59139.0000000,43823
SPFB.Si,5,20221007,181500,59137.0000000,59194.0000000,58970.0000000,59110.0000000,27347
SPFB.Si,5,20221007,182000,59110.0000000,59179.0000000,58940.0000000,59095.0000000,26189
SPFB.Si,5,20221007,182500,59095.0000000,59200.0000000,59003.0000000,59069.0000000,20797
SPFB.Si,5,20221007,183000,59073.0000000,59085.0000000,58800.0000000,58816.0000000,32761
SPFB.Si,5,20221007,183500,58812.0000000,58893.0000000,58611.0000000,58736.0000000,34141
SPFB.Si,5,20221007,184000,58737.0000000,58774.0000000,58566.0000000,58734.0000000,26905
SPFB.Si,5,20221007,184500,58749.0000000,58774.0000000,58545.0000000,58657.0000000,18672
SPFB.Si,5,20221007,185000,58658.0000000,58665.0000000,58569.0000000,58598.0000000,12669
SPFB.Si,5,20221007,191000,58579.0000000,58843.0000000,58525.0000000,58722.0000000,10791
SPFB.Si,5,20221007,191500,58729.0000000,58939.0000000,58712.0000000,58906.0000000,8330
SPFB.Si,5,20221007,192000,58906.0000000,58910.0000000,58788.0000000,58788.0000000,6464
SPFB.Si,5,20221007,192500,58788.0000000,58827.0000000,58730.0000000,58733.0000000,4072
SPFB.Si,5,20221007,193000,58735.0000000,58772.0000000,58601.0000000,58618.0000000,3726
SPFB.Si,5,20221007,193500,58612.0000000,58628.0000000,58483.0000000,58580.0000000,9127
SPFB.Si,5,20221007,194000,58580.0000000,58591.0000000,58508.0000000,58589.0000000,4346
SPFB.Si,5,20221007,194500,58587.0000000,58614.0000000,58505.0000000,58530.0000000,2789
SPFB.Si,5,20221007,195000,58533.0000000,58565.0000000,58515.0000000,58522.0000000,2441
SPFB.Si,5,20221007,195500,58520.0000000,58594.0000000,58502.0000000,58583.0000000,2236
SPFB.Si,5,20221007,200000,58592.0000000,58595.0000000,58526.0000000,58544.0000000,1843
SPFB.Si,5,20221007,200500,58543.0000000,58543.0000000,58377.0000000,58445.0000000,7240
SPFB.Si,5,20221007,201000,58445.0000000,58500.0000000,58233.0000000,58277.0000000,9210
SPFB.Si,5,20221007,201500,58278.0000000,58359.0000000,58036.0000000,58086.0000000,10873
SPFB.Si,5,20221007,202000,58086.0000000,58233.0000000,58056.0000000,58201.0000000,5563
SPFB.Si,5,20221007,202500,58201.0000000,58378.0000000,58154.0000000,58286.0000000,4697
SPFB.Si,5,20221007,203000,58273.0000000,58370.0000000,58252.0000000,58286.0000000,2764
SPFB.Si,5,20221007,203500,58285.0000000,58301.0000000,58115.0000000,58170.0000000,5117
SPFB.Si,5,20221007,204000,58170.0000000,58179.0000000,58058.0000000,58139.0000000,4710
SPFB.Si,5,20221007,204500,58137.0000000,58326.0000000,58110.0000000,58300.0000000,3902
SPFB.Si,5,20221007,205000,58299.0000000,58450.0000000,58293.0000000,58336.0000000,4036
SPFB.Si,5,20221007,205500,58336.0000000,58377.0000000,58147.0000000,58285.0000000,2759
SPFB.Si,5,20221007,210000,58284.0000000,58470.0000000,58282.0000000,58387.0000000,2471
SPFB.Si,5,20221007,210500,58392.0000000,58468.0000000,58330.0000000,58438.0000000,2026
SPFB.Si,5,20221007,211000,58440.0000000,58490.0000000,58377.0000000,58490.0000000,1694
SPFB.Si,5,20221007,211500,58490.0000000,58576.0000000,58422.0000000,58530.0000000,3256
SPFB.Si,5,20221007,212000,58530.0000000,58539.0000000,58312.0000000,58315.0000000,2530
SPFB.Si,5,20221007,212500,58319.0000000,58453.0000000,58316.0000000,58450.0000000,1845
SPFB.Si,5,20221007,213000,58452.0000000,58479.0000000,58395.0000000,58413.0000000,1425
SPFB.Si,5,20221007,213500,58406.0000000,58456.0000000,58382.0000000,58415.0000000,595
SPFB.Si,5,20221007,214000,58423.0000000,58544.0000000,58415.0000000,58540.0000000,1532
SPFB.Si,5,20221007,214500,58540.0000000,58546.0000000,58450.0000000,58499.0000000,946
SPFB.Si,5,20221007,215000,58499.0000000,58595.0000000,58499.0000000,58529.0000000,1782
SPFB.Si,5,20221007,215500,58530.0000000,58595.0000000,58524.0000000,58563.0000000,1734
SPFB.Si,5,20221007,220000,58570.0000000,58638.0000000,58547.0000000,58603.0000000,4683
SPFB.Si,5,20221007,220500,58615.0000000,58638.0000000,58557.0000000,58622.0000000,2019
SPFB.Si,5,20221007,221000,58621.0000000,58625.0000000,58573.0000000,58605.0000000,479
SPFB.Si,5,20221007,221500,58604.0000000,58619.0000000,58530.0000000,58549.0000000,1193
SPFB.Si,5,20221007,222000,58550.0000000,58573.0000000,58477.0000000,58478.0000000,945
SPFB.Si,5,20221007,222500,58479.0000000,58583.0000000,58450.0000000,58557.0000000,1436
SPFB.Si,5,20221007,223000,58551.0000000,58600.0000000,58539.0000000,58566.0000000,875
SPFB.Si,5,20221007,223500,58566.0000000,58597.0000000,58329.0000000,58365.0000000,1354
SPFB.Si,5,20221007,224000,58365.0000000,58499.0000000,58252.0000000,58276.0000000,2513
SPFB.Si,5,20221007,224500,58289.0000000,58344.0000000,58200.0000000,58212.0000000,2714
SPFB.Si,5,20221007,225000,58212.0000000,58242.0000000,58106.0000000,58242.0000000,7044
SPFB.Si,5,20221007,225500,58237.0000000,58296.0000000,58232.0000000,58256.0000000,1613
SPFB.Si,5,20221007,230000,58256.0000000,58314.0000000,58225.0000000,58272.0000000,1290
SPFB.Si,5,20221007,230500,58272.0000000,58389.0000000,58145.0000000,58361.0000000,2728
SPFB.Si,5,20221007,231000,58361.0000000,58447.0000000,58340.0000000,58400.0000000,1279
SPFB.Si,5,20221007,231500,58400.0000000,58450.0000000,58362.0000000,58437.0000000,882
SPFB.Si,5,20221007,232000,58437.0000000,58479.0000000,58250.0000000,58365.0000000,1591
SPFB.Si,5,20221007,232500,58364.0000000,58499.0000000,58360.0000000,58446.0000000,1136
SPFB.Si,5,20221007,233000,58442.0000000,58494.0000000,58402.0000000,58421.0000000,763
SPFB.Si,5,20221007,233500,58421.0000000,58488.0000000,58413.0000000,58432.0000000,502
SPFB.Si,5,20221007,234000,58431.0000000,58440.0000000,58300.0000000,58331.0000000,1002
SPFB.Si,5,20221007,234500,58331.0000000,58396.0000000,58301.0000000,58351.0000000,963
SPFB.Si,5,20221007,235000,58360.0000000,58400.0000000,58300.0000000,58383.0000000,1910
SPFB.Si,5,20221010,090500,58383.0000000,59200.0000000,58383.0000000,58934.0000000,27896
SPFB.Si,5,20221010,091000,58934.0000000,59350.0000000,58930.0000000,59347.0000000,19347
SPFB.Si,5,20221010,091500,59349.0000000,59465.0000000,59200.0000000,59301.0000000,14364
SPFB.Si,5,20221010,092000,59299.0000000,59472.0000000,59089.0000000,59166.0000000,11913
SPFB.Si,5,20221010,092500,59162.0000000,59382.0000000,59162.0000000,59228.0000000,5619
SPFB.Si,5,20221010,093000,59232.0000000,59369.0000000,59150.0000000,59366.0000000,6846
SPFB.Si,5,20221010,093500,59368.0000000,59548.0000000,59264.0000000,59500.0000000,13532
SPFB.Si,5,20221010,094000,59501.0000000,59532.0000000,59420.0000000,59475.0000000,8470
SPFB.Si,5,20221010,094500,59476.0000000,59570.0000000,59433.0000000,59438.0000000,7304
SPFB.Si,5,20221010,095000,59440.0000000,59533.0000000,59430.0000000,59478.0000000,4752
SPFB.Si,5,20221010,095500,59479.0000000,59513.0000000,59285.0000000,59305.0000000,16278
SPFB.Si,5,20221010,100000,59308.0000000,59455.0000000,59260.0000000,59424.0000000,5076
SPFB.Si,5,20221010,100500,59426.0000000,59455.0000000,59012.0000000,59178.0000000,26015
SPFB.Si,5,20221010,101000,59184.0000000,59723.0000000,59177.0000000,59610.0000000,26637
SPFB.Si,5,20221010,101500,59606.0000000,59703.0000000,59173.0000000,59220.0000000,17709
SPFB.Si,5,20221010,102000,59220.0000000,59286.0000000,59030.0000000,59140.0000000,18195
SPFB.Si,5,20221010,102500,59142.0000000,59454.0000000,59073.0000000,59280.0000000,16777
SPFB.Si,5,20221010,103000,59283.0000000,59409.0000000,59230.0000000,59261.0000000,7020
SPFB.Si,5,20221010,103500,59261.0000000,59261.0000000,59052.0000000,59071.0000000,11242
SPFB.Si,5,20221010,104000,59071.0000000,59443.0000000,59035.0000000,59332.0000000,18948
SPFB.Si,5,20221010,104500,59337.0000000,59397.0000000,59159.0000000,59374.0000000,10985
SPFB.Si,5,20221010,105000,59374.0000000,59920.0000000,59324.0000000,59912.0000000,33006
SPFB.Si,5,20221010,105500,59911.0000000,60200.0000000,59855.0000000,60128.0000000,51297
SPFB.Si,5,20221010,110000,60129.0000000,60164.0000000,59720.0000000,59840.0000000,27653
SPFB.Si,5,20221010,110500,59840.0000000,60174.0000000,59801.0000000,60112.0000000,20193
SPFB.Si,5,20221010,111000,60115.0000000,60175.0000000,59940.0000000,60011.0000000,17004
SPFB.Si,5,20221010,111500,60006.0000000,60366.0000000,59968.0000000,60176.0000000,32119
SPFB.Si,5,20221010,112000,60169.0000000,60671.0000000,60162.0000000,60671.0000000,36006
SPFB.Si,5,20221010,112500,60673.0000000,60745.0000000,60566.0000000,60582.0000000,24303
